,binder_pdf_scan_page,year,month,day,time_start,time_end,age,sex,lek_name,observer,capture_technique,left_tag_color,left_tag_number,left_tag_code,right_tag_color,right_tag_number,right_tag_code,wygf_leg_band,dominance,weight_bird_and_bag_kg,weight_bag_kg,weight_bird_kg,total_length_mm,tail_length_mm,num_tail_feathers,head_length_mm,wing_length_mm,bill_length_mm,bill_depth_mm,keel_length_mm,comb_length_mm,tarsus_length_mm,toe_length_mm,air_sac_color,comb_color,lice_back_of_head,num_lice_on_comb,num_lice_on_air_sac_left,num_lice_on_air_sac_right,total_num_lice_on_air_sacs,lice_ID_ifpresent,hematomas_combs,num_hematomas_on_comb_left,num_hematomas_on_comb_right,total_num_hematomas_on_combs,hematomas_comb_comments,hematomas_air_sacs,num_hematomas_on_air_sac_left,num_hematomas_on_air_sac_right,total_num_hematomas_on_air_sacs,hematomas_air_sacs_comments,hematoma_group,hematomas_applied,cut_feathers,collect,labelled,samples_collected_blood,blood_smear,blood_tryps,blood_malaria,blood_leuco,blood_haema,samples_collected_fecal,fecal_samples_mites,fecal_samples_spores,fecal_samples_coccidia,fecal_samples_comments,samples_collected_ectoparasites,samples_collected_cecal,hematocrit_cells_1,hematocrit_cells_2,hematocrit_plasma_1,hematocrit_plasma_2,hematocrit_total_1,hematocrit_total_2,slide_number,box_number,existing_injuries,handling_injury,stresses_while_handling_describe,comments
200,52,1988,4,16,8:20,NA,juven,female,long_lake,NA,NA,orange,60,O60,blue,229,B229,NA,NA,NA,NA,1.51,583,190,NA,NA,258,31.1,18.6,107,NA,60,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,yes,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201,53,1988,4,16,8:00,NA,adult,female,long_lake,NA,NA,orange,58,O58,purple,531,P531,NA,NA,NA,NA,1.4,388,NA,NA,NA,240,33.4,18.8,100,NA,60,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,yes,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202,54,1988,4,16,9:12,NA,juven,female,long_lake,NA,NA,orange,39,O39,green,370,G370,NA,NA,NA,NA,1.7,564,200,NA,NA,257,33.9,18.85,104,NA,60,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,yes,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203,55,1988,4,16,10:50,NA,NA,female,long_lake,NA,NA,white,437,W437,yellow,NA,Y,NA,NA,NA,NA,1.5,590,173,NA,NA,263,32.4,18.4,104,NA,60,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,yes,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No blood data
204,56,1988,4,16,10:40,NA,juven,female,long_lake,NA,NA,blue,245,B245,yellow,NA,Y,NA,NA,NA,NA,1.5,545,149,NA,NA,253,32,18.7,106,NA,60,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,yes,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No blood data
205,57,1988,4,16,10:00,NA,adult,female,long_lake,NA,NA,green,376,G376,green,377,G377,NA,NA,NA,NA,1.7,588,185,NA,NA,267,32.1,19.1,109,NA,63,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,yes,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No blood data
206,58,1988,4,16,9:50,NA,NA,female,long_lake,NA,NA,blue,283,B283,orange,26,O26,NA,NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,yes,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RECAP
207,59,1988,4,16,9:30,NA,juven,female,long_lake,NA,NA,orange,12,O12,orange,64,O64,NA,NA,NA,NA,1.5,570,170,NA,NA,258,30.4,17.9,101,NA,61,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,yes,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208,60,NA,NA,NA,8:35,NA,juven,female,long_lake,NA,NA,orange,1,O1,yellow,NA,Y,NA,NA,NA,NA,1.4,541,159,NA,NA,240,31.9,18.6,99,NA,58,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,yes,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No blood data
209,61,NA,NA,NA,9:00,NA,juven,female,long_lake,NA,NA,orange,10,O10,red,164,R164,NA,NA,NA,NA,1.5,551,180,NA,NA,275,30.1,18.25,102,NA,60,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,yes,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
210,62,NA,NA,NA,11:22,NA,adult,female,long_lake,NA,NA,red,173,R173,red,174,R174,NA,NA,NA,NA,1.5,568,185,NA,NA,263,33.3,18.8,104,NA,60,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,no,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No blood data
211,63,NA,NA,NA,11:05,NA,adult,female,long_lake,NA,NA,green,383,G383,yellow,NA,Y,NA,NA,NA,NA,1.55,580,182,NA,NA,270,31.3,18.3,123,NA,60,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,yes,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No blood data. Ectoparasites - gut nematode!!
212,64,NA,NA,NA,11:06,NA,adult,female,long_lake,NA,NA,NA,NA,NA,red,155,R155,NA,NA,NA,NA,1.575,541,182,NA,NA,274,31.1,18.85,118,NA,54,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,yes,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
213,65,1988,4,16,11:50,NA,juven,female,long_lake,NA,NA,yellow,NA,Y,yellow,1157,Y1157,NA,NA,NA,NA,1.35,NA,NA,NA,NA,252,31.6,17.7,102,NA,58,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,yes,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NASTY BITCH!. No blood data. Body length - 382mm to pygostyle
214,66,1988,4,16,11:35,NA,NA,female,long_lake,NA,NA,purple,537,P537,yellow,NA,Y,NA,NA,NA,NA,1.45,555,155,NA,NA,253,33,18,100,NA,59,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,yes,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No blood data
215,67,1988,4,16,10:56,NA,adult,female,long_lake,NA,NA,blue,231,B231,yellow,NA,Y,NA,NA,NA,NA,1.7,572,198,NA,NA,338,32.4,17.5,120,NA,58,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,yes,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No blood data
216,68,1988,4,16,10:40,NA,adult,female,long_lake,NA,NA,blue,239,B239,green,352,G352,NA,NA,NA,NA,1.6,571,191,4,NA,271,32.1,19.2,127,NA,55,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,yes,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lost several tail feathers,NA,NA,NA
217,69,1988,4,16,10:26,NA,juven,female,long_lake,NA,NA,blue,236,B236,purple,553,P553,NA,NA,NA,NA,1.5,563,177,NA,NA,279,31.3,18.7,123,NA,55,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,yes,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wrist (?) torn up,NA,NA,NA
218,70,1988,4,16,10:11,NA,juven,female,long_lake,NA,NA,blue,232,B232,white,429,W429,NA,NA,NA,NA,1.475,361,NA,NA,NA,259,30.2,18.1,130,NA,50,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,yes,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wrists bloody,NA,NA,NA
219,71,1988,4,16,9:54,NA,juven,female,long_lake,NA,NA,blue,226,B226,blue,230,B230,NA,NA,NA,NA,1.6,408,38,NA,NA,271,29.3,17.7,136,NA,54,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,yes,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220,72,1988,4,16,11:20,NA,juven,female,long_lake,NA,NA,purple,532,P532,red,187,R187,NA,NA,NA,NA,1.475,546,176,NA,NA,329,33.7,18.2,118,NA,57,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,yes,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No blood data
221,73,1988,4,16,11:31,NA,adult,female,long_lake,NA,NA,NA,NA,NA,orange,50,O50,NA,NA,NA,NA,1.85,585,190,NA,NA,282,32.7,25.2,132,NA,56,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,yes,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Had real - trouble drawing blood, would not bleed",NA
222,74,1988,4,16,6:55,NA,NA,female,long_lake,NA,NA,white,650,W650,green,1045,G1045,NA,NA,NA,NA,1.65,525,187.5,NA,68.1,265,32.7,16.65,110,NA,55,55,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,yes,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No blood data.
223,75,1988,4,16,7:53,NA,NA,female,long_lake,NA,NA,white,649,W649,blue,975,B975,NA,NA,NA,NA,1.65,490,160,NA,68.5,270,33.1,18,115,NA,55,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,yes,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
224,76,1988,4,16,12:22,NA,NA,female,long_lake,NA,NA,red,874,R874,NA,NA,,NA,NA,NA,NA,1.6,525,195,NA,NA,270,31.75,18.75,107,NA,57.5,62.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,no,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No blood data
225,77,1988,4,16,11:40,NA,NA,female,long_lake,NA,NA,blue,972,B972,NA,NA,,NA,NA,NA,NA,1.85,540,190,NA,NA,265,33,18.5,105,NA,55,59.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,yes,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,78,1988,4,16,11:31,NA,NA,female,long_lake,NA,NA,green,374,G374,blue,287,B287,NA,NA,NA,NA,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,yes,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RECAP
227,79,1988,4,16,11:11,NA,NA,female,long_lake,NA,NA,yellow,NA,Y,blue,246,B246,NA,NA,NA,NA,1.65,480,185,NA,NA,255,28.2,19.3,110,NA,55,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,yes,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RECAP
228,80,1988,4,16,10:51,NA,NA,female,long_lake,NA,NA,green,1046,G1046,NA,NA,,NA,NA,NA,NA,1.7,520,185,NA,NA,255,32.2,18,110,NA,55,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,no,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No blood data
229,81,1988,4,16,10:56,NA,NA,female,long_lake,NA,NA,blue,974,B974,blue,973,B973,NA,NA,NA,NA,1.6,532,195,NA,NA,270,34.8,16.1,105,NA,55,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,yes,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230,82,1988,4,16,10:13,NA,NA,female,long_lake,NA,NA,white,636,W636,white,637,W637,NA,NA,NA,NA,1.8,400,NA,NA,NA,245,33.7,16.9,120,NA,55,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,yes,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,No tail,NA,NA,NA
231,83,1988,4,16,9:54,NA,NA,female,long_lake,NA,NA,white,642,W642,yellow,1169,Y1169,NA,NA,NA,NA,1.8,505,197,NA,NA,270,34.9,18,123,NA,60,57.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,yes,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,84,1988,4,16,9:49,NA,NA,female,long_lake,NA,NA,white,NA,W,green,1028,G1028,NA,NA,NA,NA,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,no,no,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sore wing where blood was taken previously,NA,NA,RECAP
233,85,1988,4,16,9:32,NA,NA,female,long_lake,NA,NA,white,147,W147,orange,740,O740,NA,NA,NA,NA,1.9,522.5,162.5,NA,NA,256,34.2,19,122,NA,57,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,yes,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shot 9-23-88, Bill DeBerg. No blood data"
234,86,1988,4,16,9:15,NA,juven,female,long_lake,NA,NA,white,639,W639,red,873,R873,NA,NA,NA,NA,1.6,490,150,NA,NA,157.5,31.8,18,110,NA,57.5,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,yes,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
235,87,1988,4,16,8:11,NA,NA,female,long_lake,NA,NA,yellow,NA,Y,purple,539,P539,NA,NA,NA,NA,1.8,530,200,NA,69.5,275,32.1,16.8,125,NA,55,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,yes,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RECAP.
236,88,1988,4,15,4:30,NA,adult,female,long_lake,NA,NA,orange,749,O749,blue,959,B959,NA,NA,NA,NA,1.9,530,175,NA,NA,260,32.5,18.2,130,NA,55,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,yes,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237,89,1988,4,20,4:06,NA,adult,female,long_lake,NA,NA,NA,NA,NA,yellow,1189,Y1189,NA,NA,NA,NA,2.26796,555,209,NA,NA,335,32.3,20.1,119,NA,52,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,yes,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,90,1988,5,13,5:00,NA,adult,male,long_lake,NA,NA,blue,956,B956,blue,1967,B1967,NA,NA,NA,NA,3.15,774,309,19,NA,312,40.9,21.6,136,23,70,73,bistre yellow,olive yellow,no,0,NA,NA,2,NA,no,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,yes,yes,yes,yes,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,91,1988,5,13,7:20,NA,adult,female,long_lake,NA,NA,orange,731,O731,orange,734,O734,NA,NA,NA,NA,1.9,586,205,NA,NA,267,32.5,18.7,103,NA,60,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,yes,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,injured at base of tail - lost blood,NA,NA,"large brood patch, took photos"
240,92,1988,5,13,4:50,NA,adult,male,long_lake,NA,NA,orange,83,O83,red,182,R182,NA,NA,NA,NA,3.2,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,no,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RECAP
241,1,1988,4,6,4:40,NA,adult,male,windmill_dam,NA,net cannon,green,371,G371,blue,277,B277,NA,NA,NA,NA,2.95,733,320,16,77.45,330,37.95,21.5,142,20.65,72,68,bistre yellow,yellow olive,no,0,NA,NA,0,NA,no,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,yes,yes,yes,yes,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gash in left air sac. Diarrhea,NA,NA,NA
242,2,1988,4,6,5:00,NA,adult,male,windmill_dam,NA,net cannon,purple,576,P576,white,464,W464,NA,NA,NA,NA,2.6,710,316,20,80.2,307,38.3,21.65,136,22.4,69,67,bistre yellow,yellow olive,no,0,NA,NA,0,NA,yes,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,yes,yes,yes,yes,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
243,3,1988,4,15,3:05,NA,adult,male,windmill_dam,NA,NA,yellow,NA,YNO,orange,15,O15,NA,NA,NA,NA,3.1,761,302,19,NA,320,40.9,23.2,142,26.35,73,69,bistre yellow,olive yellow,no,0,NA,NA,1,NA,no,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No blood data
244,4,1988,4,21,6:45,NA,NA,male,windmill_dam,NA,NA,green,371,G371,blue,277,B277,NA,NA,NA,NA,3.31122,780,350,13,NA,392,39.2,19.2,168,22.7,64,64,bistre yellow,olive yellow,no,0,NA,NA,0,NA,no,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,yes,yes,yes,yes,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,Healed (but (?)) scab on left air sac from fight,NA,NA,RECAP 88.
245,5,1988,4,21,7:02,NA,NA,male,windmill_dam,NA,NA,red,849,R849,red,850,R850,NA,NA,NA,NA,3.81018,812,346,18,NA,382,39.8,22.2,155,24.1,63,67,bistre yellow,chrome yellow,no,0,NA,NA,0,NA,yes,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,yes,yes,yes,yes,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,6,1988,4,6,4:25,NA,juven,female,windmill_dam,NA,nightlighting,orange,6,O6,orange,14,O14,NA,NA,NA,NA,1.2,515,170,NA,72.35,262,35.35,19,116,16.55,59,56,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,yes,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
247,NA,1988,4,11,4:15,NA,adult,male,mud_springs,NA,NA,yellow,1175,Y1175,yellow,1176,Y1176,NA,NA,NA,NA,3.4,802,307,17,NA,309,37.5,22.3,133,24.5,71,75,chrome yellow,olive yellow,no,0,NA,NA,2,NA,no,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,yes,yes,yes,yes,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Illegible comment under # of tail feathers.
248,NA,1988,4,11,4:15,NA,adult,male,mud_springs,NA,NA,yellow,1174,Y1174,orange,750,O750,NA,NA,NA,NA,3.3,745,285,18,NA,309,39.5,21,130,25.3,71,72,bistre yellow,olive yellow,no,0,NA,NA,0,NA,no,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,yes,yes,yes,yes,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
249,NA,1988,4,11,4:15,NA,adult,male,mud_springs,NA,NA,yellow,1167,Y1167,green,1031,G1031,NA,NA,NA,NA,3.2,768,306,19,NA,310,39.6,21.6,137,26.3,69,70,bistre yellow,olive yellow,no,0,NA,NA,0,NA,no,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,yes,yes,yes,yes,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250,NA,1988,4,11,4:45,NA,adult,male,mud_springs,NA,NA,yellow,1155,Y1155,blue,963,B963,NA,NA,NA,NA,3.4,820,309,18,NA,321,38.3,21.3,134,27.2,70,70,bistre yellow,apple green,no,0,NA,NA,0,NA,no,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,yes,yes,yes,yes,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251,NA,1988,4,13,6:15,NA,adult,male,mud_springs,NA,cannon net,orange,746,O746,yellow,1164,Y1164,NA,NA,NA,NA,3.25,773,299,18,NA,320,39,21.6,136,25.9,71,71,bistre yellow,olive yellow,no,0,NA,NA,0,NA,no,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,yes,yes,yes,yes,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No feces in bag
252,NA,1988,4,13,6:45,NA,adult,male,mud_springs,NA,NA,white,645,W645,yellow,1165,Y1165,NA,NA,NA,NA,2.9,786,303,18,NA,303,38.9,20.5,129,23.1,68,66,bistre yellow,olive yellow,no,0,NA,NA,0,NA,no,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,yes,yes,yes,yes,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fighting scars on both airs,Bent a few feathers during handling,NA,no blood data
253,NA,1988,4,14,7:18,NA,adult,male,mud_springs,NA,NA,blue,258,B258,yellow,489,Y489,NA,NA,NA,NA,3.3,700,332,19,NA,300,38,20.8,160,25,67,64,bistre yellow,olive yellow,no,0,NA,NA,0,NA,yes,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,yes,yes,yes,yes,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,Some wear on wing from tag,Trimmed feathers because we didn't see tags when observed,NA,"Recapture 87, DB, DC, EHN"
